rA/rC,Simple diff-X,Diff-Xmullican,delta-Hf,delta-Smix,(Delta),Possibility of formation
0.556050068,0.401120929,0.522275538,-24.78423758,11.43183927,0.097633833,0
0.548057708,0.482134026,0.625260743,-2.146265092,12.97394818,0.079328673,0
0.454781713,0.530850268,0.672841039,1.964063968,13.18937688,0.104614294,1
0.486456896,0.701807204,0.963964917,0.013362679,11.76824567,-0.02568372,1
0.488027551,0.74106094,0.908380846,0.030123788,11.53120822,-0.020695573,1
0.551410879,0.481038217,0.603947211,-3.075970107,13.224786,0.052253008,1
0.530839232,0.511427181,0.748604638,4.046409949,11.3372216,0.073011675,1
0.532738524,0.528605583,0.568541755,-19.85932919,11.73458817,0.180962359,0
0.58747945,0.359631354,0.343184888,-6.120169216,13.4273654,0.082641208,0
0.544871316,0.546008421,0.675817071,1.270938994,13.03641065,0.026497866,1
0.467259682,0.541666048,1.154764415,3.074080243,13.23356418,0.082398576,1
0.545307634,0.517671602,0.733253535,1.854331746,13.05516632,0.087272826,1
0.481242335,0.809811642,1.01479136,-0.112187147,11.78379031,0.001611503,1
0.464201755,0.801184644,1.116467881,-1.784660918,13.22052624,0.030101712,1
0.463794573,0.839562383,1.174574195,1.420667626,13.2408792,0.016211318,1
0.471539851,0.466978898,1.154756824,1.216084891,11.33693077,0.028182393,1
0.538530161,0.605402233,0.595583549,1.758754354,11.11960938,0.101624334,1
0.465585604,0.547070339,0.702933555,0.211775181,13.23834694,0.011678427,1
0.555011954,0.43976338,0.555159918,-20.83324696,11.62444885,0.125087912,0
0.611150653,0.303723536,0.245650146,-19.66838542,13.33749685,0.0736014,0
0.462258691,0.537476633,0.690062291,3.635221211,13.49326378,0.130767058,1
0.551116524,0.588874105,0.720021062,2.195027065,11.53128308,0.050998761,1
0.590108555,0.30834429,0.403729095,-29.29033026,13.29862771,0.114674907,0
0.590379518,0.383012907,-0.019746966,-15.70182241,13.34714854,0.080620133,0
0.465280234,0.495106997,0.721105089,4.910745649,11.62911226,0.033654222,1
0.588382259,0.3856368,0.210801168,-11.80495865,11.70894975,0.091824242,0
0.467997287,0.873345494,1.243441635,-1.493354533,11.76927153,-0.007159318,1
0.46287916,0.52603488,0.65400773,1.387020259,13.24013624,0.117152359,1
0.585301493,0.443365415,0.320715946,-14.38918814,13.39320765,0.108722916,0
0.447872186,0.615773835,0.664986876,1.935909142,13.48678796,0.129043689,1
0.492757262,0.764027489,0.905190342,1.540239791,11.89433538,-0.008238051,1
0.467861063,0.48769441,0.529383956,1.715917103,13.18926006,0.107428408,1
0.557727981,0.410443418,0.583489631,-2.621492895,13.37751199,0.035472395,1
0.452075806,0.516884081,0.668532509,2.478700919,13.11168721,0.10035698,1
0.458472055,0.458949579,0.393454483,-30.13922557,13.42322177,0.178629453,0
0.571617181,0.356003201,0.046458819,-22.28887861,13.19116186,0.037971865,0
0.559910346,0.42863131,0.276516141,-19.5240254,11.76638568,0.163781479,0
0.532955036,0.591602893,0.737680008,1.003883423,13.22552308,0.044557575,1
0.46780309,0.356547121,0.100849994,-15.22539986,13.38231493,0.194575078,0
0.591924774,0.34452826,0.005601137,-24.15856416,13.28739541,0.052248389,0
0.588166788,0.296527949,0.154818343,-29.60680024,13.24744482,0.126099325,0
0.570688143,0.49029899,-0.180743461,-21.54978089,11.53974311,0.09850616,0
0.607129237,0.3998776,-0.087132647,-15.7853292,13.31953611,0.106389408,0
0.5561604,0.485269681,0.529206231,0.220983674,13.17709483,0.030693896,1
0.594930102,0.316486424,0.053241242,-16.83177965,13.33330625,0.112693674,0
0.476483419,0.825425195,1.002766673,1.242010153,11.68611676,0.0087473,1
0.486790564,0.756579919,0.891282726,-1.837961322,11.69349971,-0.019004365,1
0.462493992,0.416094415,0.363326734,-28.05096909,13.5019484,0.206465013,0
0.484768375,0.742423918,0.790742046,-2.181122333,11.83142617,-0.022651859,1
0.594883734,0.368413097,-0.049098671,-26.01189795,13.39697959,0.107074666,0
0.44885575,0.533466053,0.402044183,-27.15865994,13.25054551,0.185619782,0
0.563129892,0.501823781,-0.251958875,-22.18299128,13.31343213,0.091183365,0
0.558159245,0.495255858,0.641515249,-2.390449845,11.47482615,0.048606108,1
0.544035597,0.58681032,0.642545493,1.647078815,13.30651432,0.050133755,1
0.46997954,0.779604875,1.19485784,0.8437833,13.31729311,0.025878858,1
0.543357035,0.53441484,0.677790638,4.808126343,13.19925651,0.073347782,1
0.462940022,0.489040305,0.670595282,2.837676067,13.26582641,0.111518559,1
0.458253289,0.60243174,0.146205719,-0.584095142,13.25236413,0.091306675,0
0.451478841,0.534586339,0.629244856,0.548627647,13.40367586,0.120339203,1
0.458451048,0.519132487,0.630723254,3.50060251,13.1604827,0.112821918,1
0.548280352,0.540792621,0.713594857,1.388494304,13.18080786,0.020627261,1
0.471659192,0.872038773,1.200588882,3.01925299,11.9131795,0.046107869,1
0.569504268,0.345355893,0.325074485,-1.531181417,13.18341988,0.041228623,1
0.451884611,0.456189681,0.650456901,0.95095608,13.28449895,0.143580818,1
0.573636518,0.449392514,0.206390672,-15.65421654,11.4400325,0.102907675,0
0.589747076,0.429902438,0.007510193,-13.86438576,11.55960734,0.098101383,0
0.61783791,0.300692756,0.215763117,-15.86781635,13.31875267,0.097589514,0
0.542091149,0.505450365,0.633409008,1.363136316,13.05633797,0.069359052,1
0.565486137,0.351229224,0.215470714,-4.805117938,13.22385641,0.059532203,0
0.544103313,0.558832858,0.625531447,1.39581083,13.14733756,0.090217727,1
0.473314488,0.29839564,0.071425559,-24.05697921,13.54201739,0.11478262,0
0.540251936,0.512227718,0.676085004,-0.659296943,13.12014956,0.047355225,1
0.555899338,0.350565,0.555717758,-1.87132975,13.16580306,0.083000357,1
0.461949961,0.87238847,1.155288893,0.513271152,11.57064477,0.03930285,1
0.569059551,0.406030318,0.322052579,-23.71736969,13.32726512,0.115217051,0
0.448188552,0.531362911,0.548443168,-17.92026968,13.36019194,0.232785641,0
0.536065074,0.573316033,0.763483802,3.377766921,12.94760885,0.05291363,1
0.599220274,0.382575668,-0.085750169,-10.93714278,13.27774528,0.112169786,0
0.573113753,0.445028351,0.280102938,-16.38042081,11.55134132,0.095462073,0
0.469426894,0.461864529,-0.085108515,-30.38790847,13.37684586,0.115575899,0
0.569042822,0.444147043,0.658857128,-8.346810177,11.50530095,0.102947799,0
0.558666352,0.475937101,0.547991004,-15.66701351,11.72250265,0.137204281,0
0.446950041,0.560306586,0.603517692,0.747926821,13.27820896,0.091374472,1
0.457635665,0.559174393,0.567503101,-13.07369655,13.32632789,0.132501794,0
0.56481696,0.528019241,0.520269538,-11.56795867,11.60485736,0.116927705,0
0.457330043,0.502594692,0.236154737,-21.89184628,13.50388949,0.179846963,0
0.453412177,0.494883349,0.615391393,1.614930554,13.23059755,0.113985752,1
0.571344395,0.359641383,0.493070775,-6.57082483,13.29848876,0.04763079,1
0.455079715,0.524769746,0.667697811,3.488272859,13.36106613,0.123266621,1
0.597675495,0.335732129,-0.077896587,-5.647934313,11.57047875,0.133789578,0
0.586219885,0.414085753,0.014701291,-8.585653239,11.39660621,0.132414127,0
0.460736202,0.518049662,0.636089005,1.99713884,13.24087325,0.115872887,1
0.588601654,0.429841507,0.522596701,-6.934184785,13.30626113,0.043512816,0
0.463017227,0.800473504,1.154500064,0.424966356,11.54603623,0.042944908,1
0.452068572,0.610641292,0.619187189,2.188788403,13.41778945,0.163369444,1
0.602640425,0.259413677,0.316976574,-21.4523216,13.28728308,0.10449215,0
0.585722456,0.367655631,0.437328373,-19.20286491,11.37712152,0.057728491,0
0.449904009,0.508541014,0.629860683,0.987771852,13.27743446,0.112217916,1
0.543119589,0.572523917,0.651073367,0.772829261,13.10391286,0.019146429,1
0.556194772,0.523295884,0.523458518,-14.03894104,11.49034458,0.091850168,0
0.45205894,0.556289211,0.683739388,2.901073724,13.29714215,0.095234991,1
0.547368918,0.893681945,1.289383409,1.465660603,11.55607817,0.024938521,1
0.547802936,0.5004449,0.393897869,-3.485333965,13.17049835,0.028720673,1
0.591980119,0.46543139,0.089137066,-14.41153649,11.78923316,0.098584246,0
0.477255788,0.757927078,0.892118809,2.009020102,11.53168805,0.104987707,1
0.471942442,0.837122338,1.053720397,0.145436072,11.68273771,-0.007732139,1
0.58516167,0.385011356,0.02445956,-20.63092472,13.25461423,0.112052784,0
0.470185557,0.803538014,1.167390282,1.248341595,11.50774893,0.00647315,1
0.560301571,0.539653651,0.713145885,-1.908158052,13.12283326,0.045276214,1
0.526623953,0.600071323,0.73162475,3.801144797,11.39999108,0.094450612,1
0.61086736,0.232942118,-0.017032695,-16.51872438,13.40042021,0.083163506,0
0.535172508,0.592302563,0.650502274,2.589642717,11.18594269,0.083255807,1
0.459021445,0.45584023,0.201970766,-25.6859285,13.4122741,0.206512692,0
0.593871749,0.275990901,0.233526538,-32.44216674,13.32908069,0.121028051,0
0.575343218,0.402412868,0.234626681,-4.444104008,13.17366647,0.108354575,1
0.586186193,0.336407922,0.260862751,-8.124047586,13.36346305,0.039957887,0
0.464824,0.494962135,0.401782947,-1.039255155,13.30693683,0.10481433,1
0.469594597,0.44197656,0.012827057,1.136411433,13.26643257,0.094320359,1
0.463979405,0.902515713,1.031045078,1.872451371,11.46654503,0.037499719,1
0.568244939,0.310646425,0.407571122,-6.481468647,13.28530185,0.039177516,0
0.465840023,0.339352336,0.658199866,-20.35791621,13.29026692,0.115352005,1
0.455888798,0.460594168,0.550607328,-1.233854822,13.20252932,0.125892844,1
0.480463994,0.765281778,0.918977626,0.609199529,11.48351623,-0.010611628,1
0.476902763,0.691408445,0.496818757,-0.624847481,13.29028452,0.01687212,1
0.465254811,0.321871488,0.236231105,-22.06152875,13.45396512,0.19990326,0
0.531330392,0.550015716,0.724238778,1.081208284,13.13636267,0.100574196,1
0.455181553,0.465435226,0.622751561,3.309767535,13.1476105,0.127660695,1
0.56736354,0.350723979,0.62084951,-0.67098733,13.28114046,0.043641955,0
0.594342782,0.348797354,0.307101451,-24.57111853,13.45895064,0.046407816,0
0.54792241,0.476441513,0.53359125,-5.332633538,11.28599709,0.080409963,0
0.466000368,0.802177005,1.285093555,1.95932799,11.56384947,0.021239247,1
0.6117314,0.345007839,0.222412126,-11.055576,13.4727813,0.091936311,0
0.446165682,0.560462063,0.598603988,-9.980104198,11.39661106,0.081773074,1
0.605377784,0.325589985,-0.105349373,-19.17564213,13.40966407,0.097783894,0
0.602204761,0.303899229,-0.017980798,-23.70633109,13.36605507,0.076684165,0
0.464664804,0.392553387,-0.026290542,-3.095392536,13.33663221,0.12321653,1
0.458986092,0.513828619,0.65009132,2.420853679,13.19366753,0.101934563,1
0.601038315,0.245498572,0.202462903,-25.99137561,13.34757198,0.122169357,0
0.473735882,0.294158168,0.371480539,-5.560002294,13.24508755,0.101674141,1
0.4600141,0.54744679,0.58592839,0.737787727,13.19450757,0.101217011,1
0.557782406,0.520541665,0.395360357,-1.142431218,13.28212965,0.024424812,1
0.534932948,0.588115592,0.685471503,1.713151889,13.26169962,0.035763425,1
0.456958477,0.514575289,0.709047984,1.64190862,13.3702497,0.124139746,1
0.468527846,0.789101608,1.141972789,-2.002365367,11.71649834,-0.006218229,1
0.465860996,0.412381176,0.58902619,-21.62134246,13.37718631,0.104425402,0
0.487463438,0.82005209,0.968400719,0.490155481,11.94446364,0.001233695,1
0.518643341,0.580710316,0.673176581,-0.020843151,11.39766262,0.078636542,1
0.551790579,0.509202803,0.542479607,-18.08730186,13.31501973,0.119967508,0
0.455960222,0.521023607,0.528322963,0.503279657,13.35590382,0.124004277,1
0.55150213,0.418052312,0.619488246,-1.875493681,13.17931769,0.055076796,1
0.484154078,0.805739799,0.997689875,0.738267068,11.60781471,-0.004139124,1
0.590944294,0.387468219,-0.059258792,-15.21671882,11.50582135,0.105545582,0
0.476599723,0.792177026,0.817486572,0.715477843,13.35490232,0.08583017,1
0.462088459,0.550384076,0.221572022,-2.050741697,13.12616626,0.112477128,1
0.540321641,0.562911133,0.581449661,-1.842627639,11.50588892,0.024348264,1
0.462429459,0.510853516,0.607338871,1.943647654,13.21068063,0.1161764,1
0.463386844,0.527853621,0.588048256,1.440757865,13.22125961,0.119738277,1
0.563647882,0.493578655,0.54822614,-11.99632678,11.54081597,0.033865478,0
0.565285288,0.397452368,0.627179619,-4.046001782,13.1581524,0.053310924,1
0.541353181,0.527488278,0.630915277,-1.347709432,13.13483508,0.080476787,1
0.45502453,0.568072998,0.662339188,1.063326427,13.30749647,0.129819807,1
0.543000136,0.571033057,0.669947194,-0.587016438,13.01644827,0.052284935,1
0.563326351,0.374438919,0.595713066,-6.375420941,13.18607294,0.080428754,0
0.603258863,0.353952694,0.284898782,-15.69736056,13.3049427,0.085558312,0
0.551580971,0.449022704,0.733523793,-3.157068535,13.29412487,0.032727065,1
0.559668096,0.487857136,0.37600037,-1.534902851,13.28953964,0.108344351,1
0.567825499,0.384623439,-0.046861664,-20.64279323,11.46033046,0.12902948,0
0.463032593,0.457978782,0.586256345,-9.478932979,13.44859918,0.174331659,0
0.475017363,0.81019035,0.98152304,-0.921252574,11.57316969,-0.002756298,1
0.54658982,0.512721621,0.691552486,1.753889647,13.07197289,0.054594653,1
0.481070718,0.719943101,0.745315402,0.41463581,11.44922145,-0.015262975,1
0.549448392,0.535158733,0.737205847,3.514721838,13.16658598,0.094842018,1
0.488238464,0.755581329,0.887577475,-0.145730601,11.84192565,-0.013026479,1
0.469701401,0.54197835,0.712030294,2.482502231,13.18775136,0.10171466,1
0.572210775,0.398498579,-0.013098879,-18.06894635,13.24365068,0.083754733,0
0.460222129,0.489310738,0.434655295,-0.842835381,13.21495114,0.114255469,1
0.463197574,0.432531001,0.573502618,-25.34233723,13.47913464,0.223810838,0
0.523118536,0.576909711,0.659246105,4.829746863,13.11327918,0.072251479,1
0.460591887,0.483585089,0.64940229,1.744748241,13.30092577,0.123928263,1
0.493737782,0.803571366,0.771101724,0.192252849,11.89790058,-0.013865478,1
0.457645513,0.551718174,0.55168262,-1.211206633,13.20265033,0.104819586,1
0.455653235,0.49387788,0.507415373,-30.95635528,13.1953558,0.155571249,0
0.471648547,0.781159419,1.266766054,2.304894878,13.31154824,0.008450012,1
0.467291601,0.465485567,0.749908827,5.322049244,13.26011535,0.122633333,1
0.591657548,0.357134685,0.082017584,-17.29988765,13.39805798,0.089934422,0
0.469368329,0.833848208,1.327823042,0.877783813,11.61325915,0.03707779,1
0.572269448,0.431067001,0.489223679,-11.74466601,11.61545194,0.10289947,0
0.596300596,0.466038061,0.435951895,-10.01670216,13.39257585,0.085897893,0
0.536354155,0.528536754,0.652170388,-0.656528055,13.16460894,0.086586244,1
0.46066835,0.462103685,0.663848493,2.546155556,13.22084644,0.135662741,1
0.487762575,0.802101664,0.994675778,3.439505568,11.74420892,0.029949726,1
0.474722169,0.71910393,1.063274931,0.111170568,11.44258891,0.02034666,1
0.526445496,0.559720064,0.693495376,2.612121232,13.25039752,0.088949411,1
0.448617126,0.477421377,0.608709198,-30.54071932,11.45895729,0.163698639,0
0.468537873,0.339197301,0.512846762,-27.72274386,13.45457288,0.115746844,0
0.579195341,0.463574764,0.171507227,-15.51263118,13.27612157,0.101871814,0
0.467361055,0.828084143,1.275511396,1.41675802,11.67786359,0.02468771,1
0.469578372,0.431429884,0.396548448,-19.14596219,13.30151186,0.111854838,1
0.454192142,0.5709906,0.626701826,0.774554946,13.25196367,0.111926529,1
0.52320908,0.550583461,0.681533672,4.431508897,13.14794741,0.021896408,1
0.531377544,0.528000536,0.750719467,4.567425927,-6.008218074,0.032949668,1
0.563156184,0.409922286,0.541280356,-1.062334579,11.38065531,0.088149998,0
0.58274407,0.262054566,0.633242925,-19.39577748,13.33658616,0.102216767,0
0.58337103,0.362490204,0.00878372,-14.9890321,11.67609783,0.093104875,0
0.453994914,0.485680518,0.664552254,2.091746364,13.22952017,0.139255758,1
0.60096896,0.351662952,0.571198736,-13.55906483,13.34661925,0.08456754,0
0.576813308,0.395656408,-0.21937106,-6.357191441,11.47987771,0.139835358,0
0.593955717,0.352760207,-0.055418179,-17.02932912,13.34182978,0.0957357,0
0.468066664,0.798492158,1.147732359,0.572106236,13.23663823,0.014693034,1
0.478370358,0.828148709,1.079579709,0.354383588,11.68255718,0.011690807,1
0.570383731,0.51126408,0.53348595,-17.6142524,13.18168642,0.116967664,0
0.470849943,0.808023282,1.139344587,2.093783953,11.52528142,0.009262118,1
0.56999532,0.313530881,0.651869237,-15.4127115,13.39943459,0.108931105,0
0.518244916,0.605670082,0.690004524,2.023866011,11.42683581,0.084896143,1
0.582330233,0.317403979,-0.154837827,-13.54093352,11.36413949,0.145672626,0
0.470901895,0.78875339,1.225721088,1.12640696,11.64834359,0.02535804,1
0.595308156,0.306387026,-0.024424204,-23.454112,13.42320985,0.098765891,0
0.47847714,0.78691868,1.282907437,-0.497240814,11.65399832,-0.009733463,1
0.596011818,0.354211753,-0.089014404,-16.87709528,3.281321935,0.094140307,0
0.458619714,0.530790965,0.643412632,1.629657131,13.30756054,0.106751235,1
0.44877812,0.467778742,0.724196305,2.897789119,13.36757108,0.160720883,1
0.479640156,0.844383037,1.055597331,0.637952057,11.71071988,-0.007437767,1
0.533589618,0.560227206,0.621423732,-0.017480578,13.22980094,0.063100944,1
0.475322573,0.742446157,1.005827103,1.761438273,11.68325594,0.029203933,1
0.55480077,0.516695427,0.230405658,-22.16000055,11.64508741,0.093998985,0
0.552460319,0.596220391,0.722967011,2.192345383,11.33150777,0.041973187,1
0.57863464,0.269090579,0.157180306,-22.06384026,13.24482952,0.102035518,0
0.455454127,0.513672346,0.730673328,2.118028875,13.21131103,0.131295025,1
0.462036992,0.449999304,0.357214825,-19.75690828,13.31831591,0.176723062,0
0.571595879,0.42317774,-0.064375602,-30.47219915,13.30805955,0.117786295,0
0.571411812,0.440934643,0.129736507,-18.97204227,13.43675686,0.093709816,0
0.535518332,0.527122947,0.661870066,3.447663681,-7.804349864,0.037368589,1
0.468795076,0.494496976,0.915333182,0.894137777,13.24854702,0.080667164,1
0.45486665,0.541302549,0.677470601,1.603041983,13.15237202,0.116970164,1
0.543791041,0.475667781,0.589861517,0.763874161,11.14061156,0.072450676,1
0.448518045,0.499535659,0.71627238,3.190700441,13.28987863,0.11523841,1
0.572389436,0.345408076,0.296491144,-5.180636936,13.28145984,0.022385377,1
0.450121351,0.625504345,0.509385519,-25.79622452,13.40442258,0.186139011,0
0.562882812,0.533947609,0.533640298,0.581149118,13.29119427,0.098815483,0
0.482704186,0.775913457,1.067952247,0.628364202,11.57520823,0.013627524,1
0.550432631,0.569468621,0.641294701,0.901615102,13.24329056,0.112675026,1
0.476067628,0.881617338,1.145356982,0.694316825,11.96068849,0.01506836,1
0.574428462,0.409555812,0.1798546,-4.169514281,13.07726131,0.075608815,0
0.569033668,0.433084976,0.528073205,2.062338406,13.32224428,0.111061678,1
0.579848028,0.293433833,0.559199134,-8.588409044,13.37287344,0.078225634,0
0.456747966,0.540336469,0.686431971,3.519020166,13.2906633,0.126174971,1
0.464017568,0.5166655,0.55761141,-0.274276996,13.32637183,0.133029096,1
0.572539616,0.342607494,0.35246882,0.918192067,13.44621883,0.122893166,0
0.475926529,0.781735895,0.876126277,1.289467778,11.67230688,0.0205255,1
0.573764224,0.42585202,-0.072285294,-17.32148349,11.45035867,0.116798467,0
0.54399097,0.562241718,0.587857808,-9.29518348,11.43743649,0.09029121,0
0.47187749,0.490172366,0.439392556,1.917195692,13.28393212,0.118215975,1
0.582511938,0.423632855,0.16361404,-14.53293009,11.58671503,0.100741822,0
0.44828867,0.575795091,0.674470998,2.492591131,13.31340919,0.102084573,1
0.452978622,0.572123803,0.666938876,0.460697553,13.31648751,0.115441843,1
0.496538874,0.800458115,0.780043711,-1.147553681,11.90501677,-0.008804903,1
0.61868477,0.295842575,-0.033816173,-20.84587582,13.51260455,0.120061958,0
0.449015998,0.556670411,0.645985587,2.666377184,13.23285049,0.105442022,1
0.469592987,0.303907232,0.131576118,-24.9760936,13.39293494,0.118521972,0
0.451423173,0.545864291,0.620609486,1.860016858,13.16795433,0.108823978,1
0.462626537,0.522059403,0.265473453,-1.133113425,13.21280284,0.087271604,1
0.59865616,0.34872777,-0.120361887,-20.02846717,13.47825263,0.119283295,0
0.464311813,0.840118487,1.13321251,-1.639228228,13.28511769,0.01479705,1
0.558363939,0.532268873,0.63938841,0.274351985,13.21394142,0.039341768,1
0.455345595,0.541763329,0.689687328,0.387096811,11.37757066,0.111775311,1
0.559316479,0.504394929,0.520258722,-10.42838145,11.46055232,0.103979713,0
0.465502111,0.545503765,0.290245569,2.869938589,11.41963152,0.099680588,1
0.564424135,0.541086347,0.563608917,-3.519732515,11.61482762,0.119260229,0
0.449593521,0.62533878,0.638632,3.139647948,13.14168656,0.149246359,1
0.455479123,0.590384063,0.717505846,3.864157907,13.20916748,0.117174308,1
0.556067113,0.464292559,0.5917099,-2.560923549,13.09798564,0.044665721,1
0.605802681,0.3633533,-0.16833454,-11.05987537,11.5715048,0.103293119,0
0.564530783,0.367659958,0.695640795,-5.287285179,13.24880831,0.063354885,1
0.588698881,0.297880152,0.559077976,-24.28213942,13.42701524,0.105138596,0
0.444808481,0.526671428,0.658292221,0.500350735,13.25773699,0.117971801,1
0.474328668,0.818369198,0.914554631,0.74517876,11.63825162,0.019301581,1
0.59404721,0.429431445,0.20031081,-12.64421395,11.78396431,0.095662608,0
0.568597381,0.400884839,-0.160073596,-26.91085515,11.61556369,0.097184759,0
0.558007048,0.417585928,0.637558899,-3.651479209,13.38496691,0.094624575,1
0.581494046,0.330176883,0.543172624,-4.865998591,13.38695021,0.065826861,0
0.474327213,0.826779712,0.988365248,-0.210858233,11.65401848,0.014425217,1
0.473117722,0.827898988,1.217668286,3.621687503,11.55029098,0.032136934,1
0.600524772,0.280351808,0.092202746,-24.24768185,13.30799276,0.101062433,0
0.538125669,0.607396167,0.610306303,-0.773096996,13.01345385,0.023628432,1
0.571342368,0.421365944,0.073773501,-22.96228235,13.35888884,0.100116693,0
0.527263078,0.551364497,0.74214215,3.981835682,11.03079073,0.072315506,1
0.59833484,0.331290869,-0.084496987,-13.65496108,11.59804999,0.098802347,0
0.594639438,0.333139119,0.313919089,-18.08439077,13.28182828,0.097325988,0
0.469769211,0.525659588,0.532201538,0.28446505,13.28293613,0.112055056,1
0.545596947,0.54005176,0.554786748,1.754348627,13.09744428,0.09363158,1
0.595407251,0.33564997,-0.132509446,-14.40014095,11.58477538,0.106192026,0
0.449507182,0.531577685,0.734254517,3.180410467,13.23187379,0.117900231,1
0.55859258,0.512414538,0.661510431,5.253868474,13.28200963,0.077281718,1
0.54410301,0.500971215,0.666325779,-0.573880646,13.14904918,0.030799921,1
0.559201165,0.467693761,0.507899223,-19.60233981,13.11783791,0.045365325,0
0.583070968,0.479088359,0.496957466,-17.93935989,11.23401192,0.13280496,0
0.562421685,0.433001336,0.722668756,1.161369064,11.34469987,0.016396575,1
0.468419814,0.4811058,0.131330097,-17.25267979,13.34867721,0.21736276,0
0.482616485,0.807730573,0.993651088,0.902695651,11.7990075,-0.004540322,1
0.54219029,0.553392703,0.643950712,2.723972635,13.16221428,0.034282409,1
0.550794598,0.447452959,0.660653591,-2.348979539,13.35782571,0.120386783,0
0.598202045,0.233898315,0.203198427,-28.97058087,13.30094037,0.074677943,0
0.574793492,0.387493502,0.529807166,-4.551763886,13.31769451,0.052635133,0
0.456137929,0.553326472,0.624732813,1.059124609,13.20045347,0.112314467,1
0.607494104,0.335156261,0.064112432,-16.79073324,13.31299627,0.08717305,0
0.448304073,0.60520413,0.698672118,0.164887291,13.28855646,0.120752799,1
0.476263765,0.797938019,1.042475677,-0.711262174,11.57229061,6.22E-05,1
0.479418783,0.833687719,1.029448886,-0.224994929,11.66405543,0.009240437,1
0.470375016,0.739568719,1.014058112,2.368444086,13.34983614,0.097127318,1
0.447320914,0.522441862,0.70565746,2.820011394,13.27399711,0.117272123,1
0.485989312,0.804556842,1.04240845,0.635414021,11.67138703,0.012608589,1
0.536962353,0.565022214,0.640530017,1.375726408,11.24105875,0.058463548,1
0.556142175,0.432611093,0.347741904,-2.230249707,13.21385171,0.028856042,1
0.589431271,0.386032895,0.036135651,-14.1752908,13.42483103,0.09819041,0
0.587416523,0.311282473,0.15889287,-16.15694725,13.43501578,0.10256866,0
0.573044406,0.391867898,0.463056385,-2.01678914,13.38220282,0.060978419,1
0.560861874,0.498642753,0.715115037,3.951782587,13.11751741,0.091086987,1
0.572845798,0.338750476,0.498956145,-15.87004727,11.34199512,0.107680385,0
0.467190859,0.869676425,1.081932167,0.97198367,13.21736782,0.026885862,1
0.595572105,0.380613754,-0.265408216,-22.37449121,13.26359011,0.108190113,0
0.60179293,0.308180224,0.260421277,-22.60407437,13.48508093,0.096153722,0
0.472981928,0.784132185,1.125159347,1.858099496,11.61474653,0.090184258,1
0.562388704,0.464429849,0.572330982,-12.55049093,13.18445281,0.055125243,1
0.600501395,0.250720386,-0.197754006,-27.25968137,13.29036033,0.096972255,0
0.575619497,0.327088986,0.588508208,-7.336208884,13.31288355,0.04968765,1
0.566478458,0.378289035,0.142536756,-6.417335608,13.24562085,0.060428965,0
0.562378117,0.477318568,0.513638416,0.378915354,13.15977613,0.036166849,1
0.542377026,0.541488009,0.699348856,1.676042412,13.11490106,0.05060772,1
0.596569047,0.352989439,-0.162405062,-17.64619733,13.31202201,0.061892361,0
0.57455312,0.277383221,0.317857937,-31.67145495,13.36736314,0.065688701,0
0.477212032,0.785325927,1.202611905,1.093617142,11.73439959,0.036944027,1
0.474424149,0.427112936,0.093850883,-17.32656459,13.51648111,0.109864688,0
0.604590616,0.277778851,0.163172176,-23.46950094,13.392595,0.077743687,0
0.473619698,0.850591579,1.244725286,4.372164043,13.31292119,0.047369566,1
0.459944232,0.539293521,0.722801438,2.911715428,13.30349531,0.10255274,1
0.457162418,0.515624895,0.131400676,-27.17754792,13.32281053,0.159686064,0
0.558057056,0.416443893,0.046996891,-27.60348093,11.51440248,0.106759371,0
0.549489556,0.46755536,0.656047942,-0.738719394,13.27733746,0.039662646,1
0.586470548,0.46024524,0.318693185,-10.01655609,13.47139326,0.091599684,0
0.461443453,0.494743649,0.562564609,-0.750774918,13.2279482,0.101136895,1
0.438511342,0.655054569,0.571774217,-9.249723188,11.51998192,0.14679387,0
0.561583758,0.536249936,0.456287375,-24.69974551,13.30829157,0.123381319,0
0.46103112,0.452240749,0.630265683,3.280245167,13.32206187,0.116642891,1
0.606237922,0.245207949,0.105748717,-14.989738,13.30307075,0.090869385,0
0.571470565,0.408419936,-0.093886529,-22.39521363,13.27534183,0.105174668,0
0.461499966,0.505567143,1.163358221,0.822938436,13.20836238,0.037202016,1
0.454627028,0.511352332,0.602265138,1.50071146,13.15756616,0.109454893,1
0.539625394,0.587460759,0.684392174,3.512383533,11.13291924,0.053764687,1
0.466688838,0.407568592,0.57486198,-4.946047497,13.26598983,0.126598711,1
0.523391171,0.500279535,0.634558107,3.482227813,13.13488911,0.085454295,1
0.555642263,0.488040327,0.054065489,-24.57007102,11.66486735,0.104192518,0
0.5763541,0.532960629,0.493385167,-15.13063928,11.69062468,0.099509213,0
0.456553608,0.421516983,0.517291966,-22.72176302,13.46125742,0.216489591,0
0.566353904,0.503674538,0.446175178,0.484067102,13.22956516,0.097030511,1
0.471241017,0.273788023,-0.100130023,-27.37477674,13.24489344,0.117576292,0
0.546636154,0.507343371,0.602884912,3.403028847,13.06134202,-0.004558418,1
0.544614541,0.546389569,0.705943637,3.687967319,13.00834138,0.00508656,1
0.454273673,0.458465706,0.646406084,1.436633612,13.16291124,0.142433422,1
0.451467373,0.484644259,0.560787187,-21.48594643,13.48250959,0.270494845,0
0.45992449,0.470848748,1.154386042,-2.448472354,13.33527074,0.032928183,1
